Call;Organisation;Project title;Applicant / Contact person;Decision No.;Decision date;Funding period;Funding
Academy Project Funding LT;University of Turku;SLIM: Supporting Lifestyle Change in Obese Pregnant Mothers through Wearable Internet-of-Things / Consortium: SLIM;Axelin, Anna;316811;18.06.2018;01.09.2018 - 31.12.2022;297.357
Academy Project Funding LT;University of Turku;SLIM: Supporting Lifestyle Change in Obese Pregnant Mothers through Wearable Internet-of-Things / Consortium: SLIM;Rahmani, Amir;316810;18.06.2018;01.09.2018 - 31.12.2022;297.358
Academy Project Funding LT;VTT Technical Research Centre of Finland Ltd;Augmented Eating Experiences / Consortium: AEE;Sozer, Nesli;316805;18.06.2018;01.09.2018 - 30.06.2023;399.378
Academy Project Funding LT;VTT Technical Research Centre of Finland Ltd;Enabling phenomena behind multihierarchical strengthening of high-kinetic sprayed metallic coatings / Consortium: HIERARCH;Turunen, Erja;318065;18.06.2018;01.09.2018 - 31.08.2022;399.380
Academy Project Funding LT;VTT Technical Research Centre of Finland Ltd;Optical Primary Thermometry;Fordell, Thomas;317204;18.06.2018;01.09.2018 - 31.08.2022;559.080
Academy Project Funding LT;VTT Technical Research Centre of Finland Ltd;Plastic deformation mechanisms in ceramic materials PlaCeEra / Consortium: PlaCeEra;Kivikytö-Reponen, Päivi;315452;18.06.2018;01.09.2018 - 31.08.2022;333.598
Academy Project Funding LT;Åbo Akademi University;Novel signal transduction principle enabling high-precision ion sensing (PRECISE);Bobacka, Johan;317829;18.06.2018;01.09.2018 - 31.08.2022;490.479
Academy Project Funding LT;Åbo Akademi University;Spatiotemporal Control of Cell Functions / Consortium: SPACE;Sahlgren, Cecilia;316882;18.06.2018;01.09.2018 - 31.08.2022;308.339
Academy Project Funding LT;Åbo Akademi University;Spatiotemporal Control of Cell Functions / Consortium: SPACE;Torsi, Luisa;316883;18.06.2018;01.09.2018 - 31.08.2022;273.384
Academy Project Funding LT;Åbo Akademi University;Spatiotemporal Control of Cell Functions / Consortium: SPACE;Österbacka, Ronald;316881;18.06.2018;01.09.2018 - 31.08.2022;377.667
Academy Project Funding LT;Aalto University;Advanced data fusion methods for environmental modeling ADAFUME / Consortium: ADAFUME;Särkkä, Simo;321891;11.06.2019;01.01.2020 - 31.12.2023;400.000
Academy Project Funding LT;Aalto University;Bioinspired organic redox flow batteries for sustainable and safe energy storage / Consortium: BioFlow;Peljo, Pekka;322896;11.06.2019;01.09.2019 - 31.08.2020;28.939
Academy Project Funding LT;Aalto University;CO2 capturing leaf-inspired biocatalyst from photosynthetic cells and lignocellulosic building blocks / Consortium: ALGALEAF;Kontturi, Eero;322755;11.06.2019;01.09.2019 - 31.08.2023;325.174
Academy Project Funding LT;Aalto University;Direct Operations;Holmström, Jan;323831;11.06.2019;01.09.2019 - 31.08.2023;481.716
Academy Project Funding LT;Aalto University;Efficient finite element methods in continuum mechanics;Stenberg, Rolf;324611;11.06.2019;01.09.2019 - 31.12.2022;450.000
Academy Project Funding LT;Aalto University;Hybrid amplitude/time-based transmitter for future wireless communications / Consortium: HATTRIC;Ryynänen, Jussi;321613;11.06.2019;01.09.2019 - 31.08.2023;398.381
Academy Project Funding LT;Aalto University;Microwave optomechanics with magnons / Consortium: MAGNOMECHANICS;Sillanpää, Mika;321981;11.06.2019;01.09.2019 - 31.08.2023;327.850
Academy Project Funding LT;Aalto University;Microwave optomechanics with magnons / Consortium: MAGNOMECHANICS;van Dijken, Sebastiaan;321983;11.06.2019;01.09.2019 - 31.08.2023;329.945
Academy Project Funding LT;Aalto University;Model Management Systems: Machine learning meets Database Systems (MLDB) / Consortium: MLDB;Gionis, Aristides;325117;11.06.2019;01.09.2019 - 31.08.2023;392.835
Academy Project Funding LT;Aalto University;New high-resolution non-destructive methods for assessment of early damage in advanced welded steels for high-temperature applications with extended life (Abbreviation: EARLY);Vilaca, Pedro;325108;11.06.2019;01.01.2020 - 31.12.2023;424.478
Academy Project Funding LT;Aalto University;Road Distress Mapping Combining Expertise of Sensors and Point Cloud Processing, Surveying and Road Engineering (@Quality4Roads) / Consortium: @Quality4Roads;Hyyppä, Hannu;323752;11.06.2019;01.09.2019 - 31.08.2023;398.118
Academy Project Funding LT;Aalto University;Road Distress Mapping Combining Expertise of Sensors and Point Cloud Processing, Surveying and Road Engineering (@Quality4Roads) / Consortium: @Quality4Roads;Vaaja, Matti;323783;11.06.2019;01.09.2019 - 31.08.2023;199.038
Academy Project Funding LT;Aalto University;Signal-Transmissive-Walls with Embedded Passive Antennas for Radio-Connected Low-Energy Urban Buildings (STARCLUB) / Consortium: STARCLUB;Haneda, Katsuyuki;323896;11.06.2019;01.09.2019 - 31.08.2023;393.550
Academy Project Funding LT;CSC - It Center for Science Ltd.;"The impact of Antarctic Ice Sheet - Southern Ocean interactions on marine ice sheet stability and ocean circulation 
 / Consortium: COLD";Råback, Peter;322978;11.06.2019;01.09.2019 - 31.08.2023;197.083
Academy Project Funding LT;Finnish Geospatial Research Institute (FGI) in the National Land Survey of Finland;Planetary spectrometry / Consortium: PlanetS;Gritsevich, Maria;325806;11.06.2019;01.09.2019 - 31.08.2023;357.402
Academy Project Funding LT;Finnish Geospatial Research Institute (FGI) in the National Land Survey of Finland;Road Distress Mapping Combining Expertise of Sensors and Point Cloud Processing, Surveying and Road Engineering (@Quality4Roads) / Consortium: @Quality4Roads;Hyyppä, Juha;323750;11.06.2019;01.09.2019 - 31.08.2023;399.814
Academy Project Funding LT;Finnish Meteorological Institute;Advanced data fusion methods for environmental modeling ADAFUME / Consortium: ADAFUME;Laine, Marko;321890;11.06.2019;01.01.2020 - 31.12.2023;400.000
Academy Project Funding LT;Geological Survey of Finland;Reorganization of subglacial drainage processes during rapid melting of ice sheets / Consortium: MUST;Ojala, Antti;322252;11.06.2019;01.09.2019 - 31.12.2021;148.860
Academy Project Funding LT;Lappeenranta-Lahti University of Technology LUT;4D printing of magnetic shape memory actuators and simulation of their operation in digital pneumatics and hydraulics / Consortium: MSM devices by 4D printing;Mikkola, Aki;325911;11.06.2019;01.09.2019 - 31.08.2023;366.164
Academy Project Funding LT;Lappeenranta-Lahti University of Technology LUT;4D printing of magnetic shape memory actuators and simulation of their operation in digital pneumatics and hydraulics / Consortium: MSM devices by 4D printing;Ullakko, Kari;325910;11.06.2019;01.09.2019 - 31.08.2023;399.606
Academy Project Funding LT;Tampere University;Adaptive data analytics and modelling for flexible power systems / Consortium: Analytics;Järventausta, Pertti;324676;11.06.2019;01.09.2019 - 31.08.2023;252.001
Academy Project Funding LT;Tampere University;Atomistic simulations of nanoionics: Effect of applied voltage (NANOIONICS);Akola, Jaakko;322832;11.06.2019;01.09.2019 - 31.08.2023;335.170
Academy Project Funding LT;Tampere University;Biomimetic Platform for Modeling Retina and Retinal Pigment Epithelium Interface / Consortium: BioMiRI;Ihalainen, Teemu;323509;11.06.2019;01.09.2019 - 31.08.2023;299.207
Academy Project Funding LT;Tampere University;Biomimetic Platform for Modeling Retina and Retinal Pigment Epithelium Interface / Consortium: BioMiRI;Nymark, Soile;323507;11.06.2019;01.09.2019 - 31.12.2023;389.672
Academy Project Funding LT;Tampere University;Biomimetic Platform for Modeling Retina and Retinal Pigment Epithelium Interface / Consortium: BioMiRI;Skottman, Heli;323508;11.06.2019;01.09.2019 - 31.12.2023;304.338
Academy Project Funding LT;Tampere University;Discriminatively trained deep embedding networks in spatial sound analysis;Gotchev, Atanas;321881;11.06.2019;01.09.2019 - 31.08.2023;441.956
Academy Project Funding LT;Tampere University;Distributed management of electricity system / Consortium: DisMa;Hästbacka, David;322676;11.06.2019;01.09.2019 - 31.08.2023;324.781
Academy Project Funding LT;Tampere University;Distributed management of electricity system / Consortium: DisMa;Repo, Sami;322673;11.06.2019;01.09.2019 - 31.08.2023;350.000
Academy Project Funding LT;Tampere University;Hybrid amplitude/time-based transmitter for future wireless communications / Consortium: HATTRIC;Anttila, Lauri;323461;11.06.2019;01.09.2019 - 31.08.2023;396.091
Academy Project Funding LT;Tampere University;Machine learning for gait analysis and performance prediction (GaitMaven) / Consortium: GaitMaven;Ali-Löytty, Simo;323472;11.06.2019;01.01.2020 - 15.03.2024;400.000
Academy Project Funding LT;Tampere University;Modeling and Visualization of Perceivable Light Fields;Gotchev, Atanas;325530;11.06.2019;01.09.2019 - 31.08.2023;597.784
Academy Project Funding LT;Tampere University;Persuasive Social Robots for Youth Participation in Digital Civics (RoboCivics);Väänänen, Kaisa;321839;11.06.2019;01.09.2019 - 31.08.2023;589.168
Academy Project Funding LT;University of Eastern Finland;Adaptive data analytics and modelling for flexible power systems / Consortium: Analytics;Niska, Harri;324677;11.06.2019;01.09.2019 - 31.08.2023;254.447
Academy Project Funding LT;University of Eastern Finland;All-solid-state lithium ion battery with full silicon anode (LIBASS);Lehto, Vesa-Pekka;325495;11.06.2019;01.09.2019 - 31.08.2023;460.000
Academy Project Funding LT;University of Eastern Finland;Rate estimation and uncertainty quantification of aerosol microphysical processes;Lehtinen, Kari;325647;11.06.2019;01.09.2019 - 31.08.2023;501.805
Academy Project Funding LT;University of Helsinki;3D-printed organ-on-a-chip platforms for in vitro toxicity screening of xenobiotics (PRINTOX);Sikanen, Tiina;325222;11.06.2019;01.09.2019 - 31.08.2023;561.143
Academy Project Funding LT;University of Helsinki;Elementary particle matter in extreme conditions;Vuorinen, Aleksi;322507;11.06.2019;01.09.2019 - 31.08.2023;595.086
Academy Project Funding LT;University of Helsinki;Evolving the next generation of Gram-negative antimicrobials through a synergetic approach encompassing medicinal chemistry, microbiology and nanomedicine tools / Consortium: NO-ESCAPE;Perea Buceta, Jesus;321778;11.06.2019;01.09.2019 - 31.08.2023;399.822
Academy Project Funding LT;University of Helsinki;Evolving the next generation of Gram-negative antimicrobials through a synergetic approach encompassing medicinal chemistry, microbiology and nanomedicine tools / Consortium: NO-ESCAPE;Tammela, Päivi;321551;11.06.2019;01.09.2019 - 31.08.2023;399.674
Academy Project Funding LT;University of Helsinki;Global Single Cell Proteomics and Metabolomics;Strachan, Clare;321472;11.06.2019;01.09.2019 - 31.08.2023;599.298
Academy Project Funding LT;University of Helsinki;Model Management Systems: Machine learning meets Database Systems (MLDB) / Consortium: MLDB;Mathioudakis, Michael;322046;11.06.2019;01.09.2019 - 31.12.2023;399.914
Academy Project Funding LT;University of Helsinki;Planetary spectrometry / Consortium: PlanetS;Muinonen, Karri;325805;11.06.2019;01.09.2019 - 31.08.2023;399.323
Academy Project Funding LT;University of Helsinki;Plurality vs. uniqueness: dependence logic and set-theoretic aspects;Väänänen, Jouko;322795;11.06.2019;01.09.2019 - 31.08.2023;486.233
Academy Project Funding LT;University of Helsinki;Seismic Surface Wave Focal Spot Imaging;Hillers, Gregor;322421;11.06.2019;01.09.2019 - 28.02.2024;591.356
Academy Project Funding LT;University of Helsinki;Space storms: Solar and stellar variability, seasonal pattern predictability and societal consequences / Consortium: SOLSTICE;Hackman, Thomas;324163;11.06.2019;01.01.2020 - 31.12.2023;400.000
Academy Project Funding LT;University of Helsinki;The Langlands program for real groups and Springer theory;Vilonen, Kari;322218;11.06.2019;01.09.2019 - 31.08.2023;528.311
Academy Project Funding LT;University of Helsinki;"The impact of Antarctic Ice Sheet - Southern Ocean interactions on marine ice sheet stability and ocean circulation 
 / Consortium: COLD";Uotila, Petteri;322432;11.06.2019;01.09.2019 - 31.08.2023;399.338
Academy Project Funding LT;University of Helsinki;Toward accurate understanding of atmospheric gas-phase degradation chemistry of Carbon-Capture chemicals 2-Aminoethanol (MEA) and piperazine / Consortium: CC-Amino;Eskola, Arkke Johannes;325250;11.06.2019;01.09.2019 - 31.08.2023;319.994
Academy Project Funding LT;University of Helsinki;Toward accurate understanding of atmospheric gas-phase degradation chemistry of Carbon-Capture chemicals 2-Aminoethanol (MEA) and piperazine / Consortium: CC-Amino;Kurten, Theo;325369;11.06.2019;01.09.2019 - 31.08.2023;254.460
Academy Project Funding LT;University of Jyväskylä;Bioinspired organic redox flow batteries for sustainable and safe energy storage / Consortium: BioFlow;Pihko, Petri;322899;11.06.2019;01.09.2019 - 31.08.2023;362.416
Academy Project Funding LT;University of Jyväskylä;Data-driven Decision Support with Multiobjective Optimization (DAEMON);Miettinen, Kaisa;322221;11.06.2019;01.09.2019 - 31.08.2023;592.530
Academy Project Funding LT;University of Jyväskylä;Fast and Accurate Computational Thermochemistry Simulations (FACTS);Tuononen, Heikki;324680;11.06.2019;01.09.2019 - 31.08.2023;505.630
Academy Project Funding LT;University of Jyväskylä;Fight the resistance – Peptidoglycan hydrolases as weapons against resistant Staphylococcus aureus;Permi, Perttu;323435;11.06.2019;01.09.2019 - 31.08.2023;599.820
Academy Project Funding LT;University of Jyväskylä;Frontiers of high energy QCD;Lappi, Tuomas;321840;11.06.2019;01.09.2019 - 31.08.2023;598.784
Academy Project Funding LT;University of Jyväskylä;Geometric analysis;Koskela, Pekka;323960;11.06.2019;01.09.2019 - 31.08.2023;600.000
Academy Project Funding LT;University of Jyväskylä;Machine learning for gait analysis and performance prediction (GaitMaven) / Consortium: GaitMaven;Cronin, Neil;323473;11.06.2019;01.01.2020 - 31.08.2023;175.522
Academy Project Funding LT;University of Jyväskylä;Manipulating Chemistry with Vacuum Light Fields / Consortium: ManipuLight;Groenhof, Gerrit;323996;11.06.2019;01.09.2019 - 31.08.2023;385.197
Academy Project Funding LT;University of Jyväskylä;Manipulating Chemistry with Vacuum Light Fields / Consortium: ManipuLight;Toppari, Jussi;323995;11.06.2019;01.09.2019 - 31.08.2023;399.091
Academy Project Funding LT;University of Jyväskylä;Microwave optomechanics with magnons / Consortium: MAGNOMECHANICS;Heikkilä, Tero;321982;11.06.2019;01.09.2019 - 31.08.2023;246.646
Academy Project Funding LT;University of Lapland;"The impact of Antarctic Ice Sheet - Southern Ocean interactions on marine ice sheet stability and ocean circulation 
 / Consortium: COLD";Moore, John;322430;11.06.2019;01.09.2019 - 31.08.2023;379.940
Academy Project Funding LT;University of Oulu;Critical Design and Making by Children (MAKE-A-DIFFERENCE);Iivari, Netta;324685;11.06.2019;01.09.2019 - 31.08.2023;501.261
Academy Project Funding LT;University of Oulu;Extreme Solar Particle Events: Risk Assessment (ESPERA);Usoskin, Ilya;321882;11.06.2019;01.09.2019 - 31.08.2023;487.352
Academy Project Funding LT;University of Oulu;Minimizing non-linear distortion in multiphase systems;Rahkonen, Timo;325928;11.06.2019;01.09.2019 - 31.08.2023;448.795
Academy Project Funding LT;University of Oulu;Novel Ionic Liquid Gels for Advanced Energy Applications / Consortium: Nigella;Kordas, Krisztian;325185;11.06.2019;01.09.2019 - 31.08.2023;400.000
Academy Project Funding LT;University of Oulu;PERCEPT:  Human PERCEPTion-Based Planning and Filtering;LaValle, Steven;322637;11.06.2019;01.09.2019 - 31.08.2023;600.000
Academy Project Funding LT;University of Oulu;Smart Optical Biopsy with Twisted Light (Biopsy Twist);Meglinski, Igor;325097;11.06.2019;01.09.2019 - 31.08.2023;536.504
Academy Project Funding LT;University of Oulu;Space storms: Solar and stellar variability, seasonal pattern predictability and societal consequences / Consortium: SOLSTICE;Tanskanen, Eija;324161;11.06.2019;01.01.2020 - 31.12.2023;400.000
Academy Project Funding LT;University of Oulu;Sparsity and Information Aging for Wireless Internet of Things;Codreanu, Marian;323698;11.06.2019;01.09.2019 - 31.08.2023;584.308
Academy Project Funding LT;University of Turku;Bioinspired organic redox flow batteries for sustainable and safe energy storage / Consortium: BioFlow;Peljo, Pekka;343493;11.06.2019;01.09.2020 - 31.08.2023;240.173
Academy Project Funding LT;University of Turku;CO2 capturing leaf-inspired biocatalyst from photosynthetic cells and lignocellulosic building blocks / Consortium: ALGALEAF;Allahverdiyeva-Rinne, Yagut;322754;11.06.2019;01.09.2019 - 31.08.2023;332.660
Academy Project Funding LT;University of Turku;Reorganization of subglacial drainage processes during rapid melting of ice sheets / Consortium: MUST;Mäkinen, Joni;322243;11.06.2019;01.09.2019 - 31.08.2023;357.196
Academy Project Funding LT;University of Turku;Reorganization of subglacial drainage processes during rapid melting of ice sheets / Consortium: MUST;Ojala, Antti;352381;11.06.2019;01.01.2022 - 31.08.2023;178.982
Academy Project Funding LT;University of Vaasa;Signal-Transmissive-Walls with Embedded Passive Antennas for Radio-Connected Low-Energy Urban Buildings (STARCLUB) / Consortium: STARCLUB;Lu, Xiaoshu;324023;11.06.2019;01.09.2019 - 31.08.2023;240.347
Academy Project Funding LT;VTT Technical Research Centre of Finland Ltd;Adaptive data analytics and modelling for flexible power systems / Consortium: Analytics;Mäki, Kari;324675;11.06.2019;01.09.2019 - 31.08.2023;336.000
Academy Project Funding LT;VTT Technical Research Centre of Finland Ltd;CO2 capturing leaf-inspired biocatalyst from photosynthetic cells and lignocellulosic building blocks / Consortium: ALGALEAF;Tammelin, Tekla;322752;11.06.2019;01.09.2019 - 31.08.2023;324.505
Academy Project Funding LT;VTT Technical Research Centre of Finland Ltd;Distributed management of electricity system / Consortium: DisMa;Mäki, Kari;323696;11.06.2019;01.09.2019 - 31.08.2023;325.000
Academy Project Funding LT;VTT Technical Research Centre of Finland Ltd;RadiativE theory and models FOR sub-MEter Resolution Sensors;Mõttus, Matti;322256;11.06.2019;01.09.2019 - 31.08.2023;452.381
Academy Project Funding LT;Åbo Akademi University;Novel Ionic Liquid Gels for Advanced Energy Applications / Consortium: Nigella;Mikkola, Jyri-Pekka;325186;11.06.2019;01.09.2019 - 31.08.2023;399.546
Academy Project Funding TT;University of Tampere -2018;Chromatin structure and enhancer landscape in prostate cancer progression;Nykter, Matti;310829;28.04.2017;01.09.2017 - 31.12.2018;121.692
Academy Project Funding TT;University of Tampere -2018;Prostate Cancer Screening Trial / Consortium: ProScreen;Auvinen, Anssi;311336;28.04.2017;01.09.2017 - 31.12.2018;138.292
Academy Project Funding TT;University of Tampere -2018;TRPA1 cation channel as a novel mechanism and treatment target in inflammation;Moilanen, Eeva;317507;03.05.2018;01.09.2018 - 31.12.2018;31.818
Academy Project funding BTY;Aalto University;Mapping and tailoring the protein folding compartment for antibody expression in yeast;Frey, Alexander;298476;24.05.2016;01.09.2016 - 31.08.2020;425.731
Academy Project funding BTY;Finnish Environment Institute;Microplastics in Finnish waters - Assessing their potential threat / Consortium: MIF;Lehtiniemi, Maiju;296169;24.05.2016;01.09.2016 - 31.08.2020;269.320
Academy Project funding BTY;Finnish Environment Institute;Towards a future-oriented “Energiewende”: An anticipatory multi-level approach to the decentralised renewable energy transition (FutWend) / Consortium: FutWend;Assmuth, Timo;297748;24.05.2016;01.09.2016 - 31.08.2019;249.583
Academy Project funding BTY;Finnish Institute for Health and Welfare;Response of Indoor Microbiota to Moisture Damage in Buildings and Effects in Exposed Lung Tissue – the REMEDIAL consortium / Consortium: REMEDIAL;Hyvärinen, Anne;296587;24.05.2016;01.09.2016 - 31.08.2020;446.792
Academy Project funding BTY;Finnish Institute for Health and Welfare;"Towards a health promoting indoor microbiome 
- The PROBIOM consortium / Consortium: PROBIOM";Täubel, Martin;296817;27.04.2016;01.09.2016 - 31.08.2020;283.979
Academy Project funding BTY;Finnish Meteorological Institute;Accumulation of stable organic carbon in soil (ACCUSOIL);Liski, Jari;297350;24.05.2016;01.09.2016 - 31.08.2020;499.562
Academy Project funding BTY;Finnish Meteorological Institute;Beyond Carbon - Climate Change Mitigation by Optimizing Forest Management for Timber, Carbon and Albedo, OPTICA / Consortium: OPTICA;Aalto, Tuula;295874;24.05.2016;01.09.2016 - 31.08.2020;395.851
Academy Project funding BTY;Finnish Meteorological Institute;Carbon dynamics across Arctic landscape gradients: past, present and future (CAPTURE) / Consortium: CAPTURE;Saarnio, Karri;296888;24.05.2016;01.09.2016 - 31.08.2020;335.955
Academy Project funding BTY;Natural Resources Institute Finland;Beyond Carbon - Climate Change Mitigation by Optimizing Forest Management for Timber, Carbon and Albedo, OPTICA / Consortium: OPTICA;Uusivuori, Jussi;295870;24.05.2016;01.09.2016 - 31.08.2020;502.920
Academy Project funding BTY;Natural Resources Institute Finland;Towards a future-oriented “Energiewende”: An anticipatory multi-level approach to the decentralised renewable energy transition (FutWend) / Consortium: FutWend;Varho, Vilja;297747;24.05.2016;01.09.2016 - 31.12.2019;368.786
Academy Project funding BTY;Tampere University;Healthy cornea - stem cell based window to the world;Skottman, Heli;326760;27.04.2016;01.01.2019 - 31.12.2020;342.233
Academy Project funding BTY;Tampere University;Proprotein Convertase Enzymes in Immune Regulation;Ojanen, Markus;326368;27.04.2016;01.01.2019 - 31.12.2020;237.520
Academy Project funding BTY;Tampere University;Single cell studies of transcription regulation and dynamics of small genetic circuits in Escherichia coli.;Sanches Ribeiro, Andre;326372;24.05.2016;01.01.2019 - 31.08.2020;236.059
Academy Project funding BTY;Tampere University;Tracing molecular origins of metastatic prostate cancer (MetaTrace);Bova, Steve;326659;27.04.2016;01.01.2019 - 31.08.2020;293.667
Academy Project funding BTY;University of Eastern Finland;Autophagy as a therapy target in experimental AMD models;Kaarniranta, Kai;296840;27.04.2016;01.09.2016 - 31.08.2020;452.782
Academy Project funding BTY;University of Eastern Finland;Carbon dynamics across Arctic landscape gradients: past, present and future (CAPTURE) / Consortium: CAPTURE;Shurpali, Narasinha;296887;24.05.2016;01.09.2016 - 31.12.2020;384.142
Academy Project funding BTY;University of Eastern Finland;"Focal hyperexcitability and large scale network dynamics after brain injury-  
biomarkers for epileptogenesis from hyperpolarized and resting state functional MRI";Gröhn, Olli;298007;27.04.2016;01.09.2016 - 28.02.2021;460.000
Academy Project funding BTY;University of Eastern Finland;Microplastics in Finnish waters - Assessing their potential threat / Consortium: MIF;Koistinen, Arto;296384;24.05.2016;01.09.2016 - 31.08.2020;262.641
Academy Project funding BTY;University of Eastern Finland;Quantum biology of low frequency magnetic fields: cryptochrome, radicals and genomic instability (MACRI);Naarala, Jonne;298378;24.05.2016;01.09.2016 - 31.12.2020;457.381
Academy Project funding BTY;University of Eastern Finland;Resolving deep divergences and rapid radiations in the Hymenoptera: the next generation;Nyman, Tommi;294466;24.05.2016;01.09.2016 - 31.08.2020;508.318
Academy Project funding BTY;University of Eastern Finland;Response of Indoor Microbiota to Moisture Damage in Buildings and Effects in Exposed Lung Tissue – the REMEDIAL consortium / Consortium: REMEDIAL;Huttunen, Kati;296724;24.05.2016;01.09.2016 - 31.12.2021;419.371
Academy Project funding BTY;University of Eastern Finland;The origin of nitrous acid (HONO) emissions from northern soils and linkages to nitrogen cycle processes;Maljanen, Marja;297735;24.05.2016;01.09.2016 - 31.12.2020;440.918
Academy Project funding BTY;University of Helsinki;Carbon dynamics across Arctic landscape gradients: past, present and future (CAPTURE) / Consortium: CAPTURE;Korhola, Atte;296423;24.05.2016;01.09.2016 - 31.12.2020;633.865
Academy Project funding BTY;University of Helsinki;Coupling factor 6, a circulating vasoactive peptide, in Alzheimer’s disease;Huttunen, Henri;296409;24.05.2016;01.09.2016 - 31.01.2021;528.919
Academy Project funding BTY;University of Helsinki;Disorders of Sex Development - disease modelling utilizing human pluripotent stem cells;Tapanainen, Juha;295760;27.04.2016;01.09.2016 - 31.12.2020;497.790
Academy Project funding BTY;University of Helsinki;Dissecting aromatic metabolism in lignin-degrading basidiomycete fungi / Consortium: AROMAFUNG;Hilden, Kristiina;297847;24.05.2016;01.09.2016 - 30.04.2021;420.148
Academy Project funding BTY;University of Helsinki;Dissecting aromatic metabolism in lignin-degrading basidiomycete fungi / Consortium: AROMAFUNG;Sipilä, Antti Jussi;298882;24.05.2016;01.09.2016 - 30.04.2021;391.639
Academy Project funding BTY;University of Helsinki;Functional significance of neuronal criticality in human cognition and mental disorders;Palva, Matias;296304;27.04.2016;01.09.2016 - 31.08.2020;500.000
Academy Project funding BTY;University of Helsinki;Genetic regulators of proteasome activity and their role in gastrointestinal cancer;Holmberg, Carina;297776;27.04.2016;01.09.2016 - 31.12.2020;497.881
Academy Project funding BTY;University of Helsinki;Kainate – type glutamate receptors in activity-dependent development of limbic neuronal networks in the rodent brain;Lauri, Sari;297211;24.05.2016;01.09.2016 - 31.12.2020;511.661
Academy Project funding BTY;University of Helsinki;Large-scale Subclimax in the Amazonian Lowland Forests due to Pre-Colombian Deforestation / Consortium: SUBAMAZON;Virtanen, Pirjo;297161;24.05.2016;01.09.2016 - 31.12.2021;393.824
Academy Project funding BTY;University of Helsinki;Mechanisms of high-aspect ratio nanomaterials induced inflammatory effects in the airways;Alenius, Harri T;297885;24.05.2016;01.09.2016 - 31.08.2020;469.692
Academy Project funding BTY;University of Helsinki;Mechanisms of tumor predisposition in colorectal cancer syndromes stratified by mismatch repair status;Peltomäki, Päivi;294643;27.04.2016;01.09.2016 - 31.08.2020;498.005
Academy Project funding BTY;University of Helsinki;"Molecular Biomarkers as Potential Targets for 
Therapeutic Strategies after Heart Transplantation";Lemström, Karl;294824;27.04.2016;01.09.2016 - 31.08.2020;248.965
Academy Project funding BTY;University of Helsinki;Papugeno: Genomic tools for faba bean (Vicia faba L.) improvement for food and protein security;Stoddard, Frederick;298314;24.05.2016;01.09.2016 - 31.08.2020;579.368
Academy Project funding BTY;University of Helsinki;Pathogenesis of type 1 diabetes and other immune-mediated disease in children - a multomics approach;Knip, Mikael;296502;27.04.2016;01.09.2016 - 31.08.2020;498.083
Academy Project funding BTY;University of Helsinki;Resistance evolution under multiple attack;Laine, Anna-Liisa;296686;24.05.2016;01.09.2016 - 31.12.2020;538.159
Academy Project funding BTY;University of Helsinki;Response of high-latitude peatlands to past and recent warming – predictions for future climate feedbacks;Väliranta, Minna;296519;24.05.2016;01.09.2016 - 31.12.2020;356.329
Academy Project funding BTY;University of Helsinki;Reversal of extracellular matrix inhibition of brain plasticity from inhibition to activation – mechanisms and applications / Consortium: TrophicMatrix;Castren, Eero;294710;27.04.2016;01.09.2016 - 31.08.2020;268.855
Academy Project funding BTY;University of Helsinki;Reversal of extracellular matrix inhibition of brain plasticity from inhibition to activation – mechanisms and applications / Consortium: TrophicMatrix;Rauvala, Heikki;294719;27.04.2016;01.09.2016 - 31.12.2020;229.008
Academy Project funding BTY;University of Helsinki;Social consequences of parental and childhood illness (SCOPE);Martikainen, Pekka;294861;27.04.2016;01.09.2016 - 30.04.2021;495.553
Academy Project funding BTY;University of Helsinki;Stem-cell derived pancreatic islet cells for diabetes research;Otonkoski, Timo;297466;27.04.2016;01.09.2016 - 31.12.2020;498.248
Academy Project funding BTY;University of Helsinki;TGF-β/BMP signaling balance as a target for cancer therapy;Koli, Katri;297346;27.04.2016;01.09.2016 - 31.08.2020;489.004
Academy Project funding BTY;University of Helsinki;The breathing seascape: resolving ecosystem metabolism and habitat-function relationships across coastal habitats;Norkko, Alf;294853;24.05.2016;01.09.2016 - 31.08.2021;542.183
Academy Project funding BTY;University of Helsinki;The decadent life of Clostridium botulinum: Neurotoxins and escape in endospores;Lindström, Miia;299700;24.05.2016;01.09.2016 - 31.08.2020;474.844
Academy Project funding BTY;University of Helsinki;"Towards a health promoting indoor microbiome 
- The PROBIOM consortium / Consortium: PROBIOM";Pekkanen, Juha;296814;27.04.2016;01.09.2016 - 31.08.2020;215.060
Academy Project funding BTY;University of Helsinki;Translationally active and inactive viral ribonucleoprotein complexes and their importance in potyvirus infection;Mäkinen, Kristiina Maria;298254;24.05.2016;01.09.2016 - 31.12.2020;457.430
Academy Project funding BTY;University of Helsinki;Two genomes to discover the keys to embryophyte success;Hyvönen, Jaakko;295595;24.05.2016;01.01.2017 - 31.12.2020;504.969
Academy Project funding BTY;University of Helsinki;Using novel 3’UTR targeting based approaches to study gene function and treat neurodegenerative disease;Andressoo, Jaan-Olle;297727;27.04.2016;01.01.2017 - 31.08.2020;456.305
Academy Project funding BTY;University of Helsinki;Vision at its ultimate limits: From retinal circuit function to visually guided behavior;Ala-Laurila, Petri;296269;24.05.2016;01.09.2016 - 31.12.2020;504.694
