Call;Organisation;Project title;Applicant / Contact person;Decision No.;Decision date;Funding period;Funding
Academy Research Fellow KY;University of Jyväskylä;Understanding risk and protective factors in reading development from birth to adulthood: A multifactorial framework;Torppa, Minna;276239;25.04.2014;01.09.2014 - 31.08.2019;434.485
Academy Research Fellow KY;University of Oulu;Pragmatic language abilities in adolescents and young adults with autism spectrum disorder;Loukusa, Soile;276578;25.04.2014;01.09.2014 - 31.08.2019;434.485
Academy Research Fellow KY;University of Turku;Dynamistic Ontologies of Moral Agency from Kant to Nietzsche;Viljanen, Valtteri;275583;25.04.2014;01.09.2014 - 31.08.2019;434.485
Academy Research Fellow KY;University of Turku;Family Dynamics and Social Inequalities;Jalovaara, Marika;275030;25.04.2014;01.09.2014 - 31.10.2019;434.485
Academy Research Fellow KY;University of Turku;Music, Nature and Environmental Crises: A Northern Perspective on Ecocritical Trends in Contemporary Music;Torvinen, Juha;275561;25.04.2014;01.09.2014 - 31.12.2016;203.761
Academy Research Fellow KY;University of Turku;Postethnic Activism in the Neoliberal Era. Translocal Studies on Political Subjectivities, Alliance-Building and Social Imaginaries;Keskinen, Suvi;275032;25.04.2014;01.09.2014 - 31.08.2017;261.100
Academy Research Fellow KY;University of Turku;The Nomospheres of Publicity: Nordic Perspectives of the Cities of Law;Kymäläinen, Päivi;279425;25.04.2014;01.09.2014 - 31.08.2019;434.485
Academy Research Fellow KY;University of the Arts Helsinki;Music, Nature and Environmental Crises: A Northern Perspective on Ecocritical Trends in Contemporary Music;Torvinen, Juha;312426;25.04.2014;01.01.2017 - 31.08.2019;230.718
Academy Research Fellow KY;VATT Institute for Economic Research;Early Life Environment and Human Capital Formation;Huttunen, Kristiina;319343;25.04.2014;01.01.2018 - 31.08.2019;166.280
Academy Research Fellow KY;Åbo Akademi University;Personalization of electoral competition: long-term institutional effects on party-voter linkages and party systems;Söderlund, Peter;275854;25.04.2014;01.09.2014 - 31.08.2019;434.485
Academy Research Fellow KY;Natural Resources Institute Finland;Borrowing from the neighbor. Animal husbandry methods and cultural contacts in Northern Baltic Sea region during prehistoric and historical periods;Bläuer, Auli;286499;24.04.2015;01.01.2016 - 31.12.2019;231.726
Academy Research Fellow KY;Tampere University;Asserting Independence in the Post-Colonial Sea: Non-Alignment, Russia and the West in the Mediterranean (RUSMED);Kullaa, Rinna;326539;24.04.2015;01.01.2019 - 31.08.2020;151.688
Academy Research Fellow KY;Tampere University;Catholic Reformation in Lutheran Finland  (1550-1700);Toivo, Raisa;326553;24.04.2015;01.01.2019 - 31.08.2020;149.334
Academy Research Fellow KY;Tampere University;Reproduction and Senescence in the Age of Biomedical Enhancement (RESTEM);Meskus, Mianna;326544;24.04.2015;01.01.2019 - 31.08.2020;155.809
Academy Research Fellow KY;Tampere University;Rethinking diasporas, redefining nations. Representations of African diaspora formations in museums and exhibitions;Rastas, Anna;326548;24.04.2015;01.01.2019 - 31.08.2020;149.334
Academy Research Fellow KY;Tampere University;Time is Money? Schedules, time negotiations, time coordination and ICT in family (FamilyTies);Tammelin, Mia;326550;24.04.2015;01.01.2019 - 31.08.2020;171.702
Academy Research Fellow KY;Tampere University;"Video scenarios in medical education:  
Polyphony and non-linearity in audiovisual doctor-patient narratives 
☐☐☐";Koski, Kaisu;326537;24.04.2015;01.01.2019 - 31.08.2020;160.320
Academy Research Fellow KY;University of Eastern Finland;Narratives of Traumatic Cultural Unconscious: Intersectional Readings of Memory, Space, and Mobility in Contemporary African American Literature;Kilpeläinen, Pekka;288185;24.04.2015;01.09.2015 - 31.12.2020;434.485
Academy Research Fellow KY;University of Eastern Finland;The necessary evil – On law, power and institutional politics in the European Union;Leino-Sandberg, Päivi;307542;24.04.2015;01.08.2016 - 31.08.2020;356.606
Academy Research Fellow KY;University of Helsinki;Developing a neuro-cognitive model of metacognition of working memory.;Silvanto, Juha;285264;24.04.2015;01.09.2015 - 31.08.2020;434.485
Academy Research Fellow KY;University of Helsinki;Gendered Political Violence and Urban Post-Disaster Reconstruction;Jauhola, Marjaana;286013;24.04.2015;01.09.2015 - 31.08.2020;434.485
Academy Research Fellow KY;University of Helsinki;Historicizing the Crusades: Strategies of Historiographical Writing and Functions of the Past in the Late Middle Ages;Schröder, Stefan;287113;24.04.2015;01.09.2015 - 31.10.2020;434.485
Academy Research Fellow KY;University of Helsinki;Reproduction and Senescence in the Age of Biomedical Enhancement (RESTEM);Meskus, Mianna;286114;24.04.2015;01.12.2015 - 30.04.2018;207.792
Academy Research Fellow KY;University of Helsinki;The emergence of perceptual representations: investigating the neural and computational mechanisms of color perception in a probabilistic framework;Olkkonen, Maria;287506;24.04.2015;01.09.2015 - 11.11.2022;434.485
Academy Research Fellow KY;University of Helsinki;Understanding by Engineering? Modeling, Experimentation and Engineering in the Emerging Field of Synthetic Biology;Knuuttila, Tarja Tellervo;290079;24.04.2015;01.09.2015 - 01.08.2018;289.657
Academy Research Fellow KY;University of Helsinki;Understanding the process of behaviour change: Evaluating psychosocial mechanisms of change in interventions to promote well-being;Hankonen, Nelli;318711;24.04.2015;01.09.2015 - 31.08.2020;261.113
Academy Research Fellow KY;University of Jyväskylä;Asserting Independence in the Post-Colonial Sea: Non-Alignment, Russia and the West in the Mediterranean (RUSMED);Kullaa, Rinna;287073;24.04.2015;01.09.2015 - 31.08.2016;87.306
Academy Research Fellow KY;University of Jyväskylä;Time is Money? Schedules, time negotiations, time coordination and ICT in family (FamilyTies);Tammelin, Mia;287678;24.04.2015;01.09.2015 - 30.04.2018;223.241
Academy Research Fellow KY;University of Oulu;Human-environmental relationships in the colonial encounter;Salmi, Anna-Kaisa;285774;24.04.2015;01.09.2015 - 13.09.2021;434.484
Academy Research Fellow KY;University of Tampere -2018;Asserting Independence in the Post-Colonial Sea: Non-Alignment, Russia and the West in the Mediterranean (RUSMED);Kullaa, Rinna;311996;24.04.2015;01.09.2016 - 31.12.2018;195.423
Academy Research Fellow KY;University of Tampere -2018;Catholic Reformation in Lutheran Finland  (1550-1700);Toivo, Raisa;285358;24.04.2015;01.09.2015 - 31.12.2018;285.163
Academy Research Fellow KY;University of Tampere -2018;Reproduction and Senescence in the Age of Biomedical Enhancement (RESTEM);Meskus, Mianna;319934;24.04.2015;01.05.2018 - 31.12.2018;48.990
Academy Research Fellow KY;University of Tampere -2018;Rethinking diasporas, redefining nations. Representations of African diaspora formations in museums and exhibitions;Rastas, Anna;286195;24.04.2015;01.09.2015 - 31.12.2018;285.152
Academy Research Fellow KY;University of Tampere -2018;Time is Money? Schedules, time negotiations, time coordination and ICT in family (FamilyTies);Tammelin, Mia;319935;24.04.2015;01.05.2018 - 31.12.2018;39.557
Academy Research Fellow KY;University of Tampere -2018;Understanding the process of behaviour change: Evaluating psychosocial mechanisms of change in interventions to promote well-being;Hankonen, Nelli;285283;24.04.2015;01.09.2015 - 31.08.2017;173.361
Academy Research Fellow KY;University of Tampere -2018;"Video scenarios in medical education:  
Polyphony and non-linearity in audiovisual doctor-patient narratives 
☐☐☐";Koski, Kaisu;285118;24.04.2015;01.09.2015 - 31.12.2018;274.150
Academy Research Fellow KY;University of Turku;Borrowing from the neighbor. Animal husbandry methods and cultural contacts in Northern Baltic Sea region during prehistoric and historical periods;Bläuer, Auli;335087;24.04.2015;01.01.2020 - 30.09.2021;202.760
Academy Research Fellow KY;University of Vaasa;The Effects of Individual Auditors Personal Characteristics on Audit Quality and Credibility of Financial Statements;Zerni, Mikko;290994;24.04.2015;01.09.2015 - 31.08.2020;434.485
Academy Research Fellow KY;Åbo Akademi University;Bilingualism and Executive Functions: Tackling the Missing Links;Lehtonen, Minna;288880;24.04.2015;01.09.2015 - 31.07.2018;240.029
Academy Research Fellow KY;Åbo Akademi University;Democratic Innovations in Finland and Political Legitimacy;Christensen, Henrik Serup;285167;24.04.2015;01.09.2015 - 31.08.2020;434.485
Academy Research Fellow LT;Aalto University;Environmental Protection by Crushing Numbers - Towards the Next Generation Process Simulators for Energy, Materials and Economy Efficient Processes;Järvinen, Mika;258319;04.05.2012;01.09.2012 - 31.08.2017;407.272
Academy Research Fellow LT;Aalto University;Integrative computational modeling of biomolecular networks;Lähdesmäki, Harri;260969;04.05.2012;01.09.2012 - 31.08.2017;407.272
Academy Research Fellow LT;Aalto University;Plant Cell Wall Polymers in 2D;Kontturi, Eero;259500;04.05.2012;01.09.2012 - 31.08.2017;407.272
Academy Research Fellow LT;Aalto University;Quantum phenomena in novel topological insulator and superconductor materials and theoretical nanoelectronics;Ojanen, Teemu;256818;04.05.2012;01.09.2012 - 31.08.2017;407.272
Academy Research Fellow LT;Aalto University;Regularity theory for nonlinear parabolic partial differential equations;Kuusi, Tuomo;258000;04.05.2012;01.09.2012 - 31.08.2017;407.272
Academy Research Fellow LT;Finnish Meteorological Institute;Climate and Solar Particle Forcing - CLASP;Seppälä, Annika;258165;04.05.2012;01.09.2012 - 13.07.2018;407.272
Academy Research Fellow LT;Tampere University of Technology -2018;Advanced Antenna Structures for Implanted and Embedded Microscopic Wireless Identification and Sensing Systems (µSense);Ukkonen, Leena;258460;04.05.2012;01.09.2012 - 31.08.2017;407.272
Academy Research Fellow LT;Tampere University of Technology -2018;Protein carriers for drug delivery;Laaksonen, Timo;303776;04.05.2012;01.01.2016 - 27.07.2018;213.268
Academy Research Fellow LT;Tampere University of Technology -2018;Robust Acoustic Pattern Recognition in Realistic Environments;Virtanen, Tuomas;258708;04.05.2012;01.09.2012 - 31.08.2017;407.272
Academy Research Fellow LT;University of Eastern Finland;Secondary organic aerosol particles: physical phase state and its implications;Virtanen, Annele;259005;04.05.2012;01.09.2012 - 31.08.2017;407.272
Academy Research Fellow LT;University of Helsinki;Algorithmic Approaches to Dependence Logic;Kontinen, Juha;256875;04.05.2012;01.09.2012 - 31.08.2017;407.272
Academy Research Fellow LT;University of Helsinki;Anatomy of a Critical Transition in the Late Neogene of East Asia;Kaakinen, Anu;257850;04.05.2012;01.09.2012 - 31.08.2017;407.272
Academy Research Fellow LT;University of Helsinki;Multiscale modelling of ODS steels;Henriksson, Krister;259249;04.05.2012;01.09.2012 - 17.04.2017;386.161
Academy Research Fellow LT;University of Helsinki;Probabilistic Models in Computational Systems Biology;Honkela, Antti;259440;04.05.2012;01.09.2012 - 31.08.2017;407.272
Academy Research Fellow LT;University of Helsinki;Protein carriers for drug delivery;Laaksonen, Timo;258114;04.05.2012;01.09.2012 - 31.12.2015;194.004
Academy Research Fellow LT;University of Jyväskylä;Nonlinear partial differential equations and their counterpart in stochastic game theory;Parviainen, Mikko;260791;04.05.2012;01.09.2012 - 31.08.2017;407.272
Academy Research Fellow LT;University of Jyväskylä;Shape Coexistence and Collectivity in Heavy Nuclei;Pakarinen, Janne;257562;04.05.2012;01.09.2012 - 31.08.2017;407.272
Academy Research Fellow LT;University of Jyväskylä;Taming photochemistry: controlling excited state dynamics in molecular devices;Groenhof, Gerrit;258806;04.05.2012;01.09.2012 - 31.08.2017;407.272
Academy Research Fellow LT;University of Oulu;Scientific introduction of the corrected NOAA/MEPED energetic particle database;Asikainen, Timo;257403;04.05.2012;01.09.2012 - 31.08.2017;407.272
Academy Research Fellow LT;University of Turku;Nano-Friendly Computing Engines for Cognitive Tasks;Laiho, Mika;258831;04.05.2012;01.09.2012 - 31.08.2017;407.272
Academy Research Fellow LT;Åbo Akademi University;Fundamental Studies into the Processes Controlling Selective Deposition of Metal Oxides and Metals inside Hierarchically Porous Silica Matrixes;Smått, Jan-Henrik;259310;04.05.2012;01.09.2012 - 31.08.2017;407.272
Academy Research Fellow LT;Aalto University;"Isogeometric adaptive methods for thin-walled structures - with applications from architectural and industrial design in structural and 
mechanical engineering";Niiranen, Jarkko;270007;08.05.2013;01.09.2013 - 31.08.2018;425.005
Academy Research Fellow LT;Aalto University;Multimodal neuroimaging of children;Nissilä, Ilkka;269282;08.05.2013;01.09.2013 - 31.08.2018;425.005
Academy Research Fellow LT;Aalto University;Protein Cage Directed Self-Assembly of Nanomaterials;Kostiainen, Mauri;267497;08.05.2013;01.09.2013 - 31.08.2018;425.005
Academy Research Fellow LT;Aalto University;Sequential Monte Carlo Methods for State and Parameter Estimation in Stochastic Dynamic Systems;Särkkä, Simo;266940;08.05.2013;01.09.2013 - 31.08.2018;425.005
Academy Research Fellow LT;Aalto University;Simulating dynamical processes in materials: A statistical physics perspective;Laurson, Lasse;268302;08.05.2013;01.09.2013 - 31.08.2018;383.867
Academy Research Fellow LT;Finnish Meteorological Institute;Extensive study on aerosol-cloud interactions: from measurements to modeling;Romakkaniemi, Sami;283031;08.05.2013;01.01.2014 - 31.08.2018;395.478
Academy Research Fellow LT;Lappeenranta-Lahti University of Technology LUT;Centralized Model-based Solutions for control of high-speed rotors in Cost-Efficient Energy Applications;Jastrzebski, Rafal;270012;08.05.2013;01.09.2013 - 31.08.2018;425.005
Academy Research Fellow LT;Tampere University;Simulating dynamical processes in materials: A statistical physics perspective;Laurson, Lasse;326496;08.05.2013;01.01.2019 - 14.03.2019;19.856
Academy Research Fellow LT;Tampere University of Technology -2018;Simulating dynamical processes in materials: A statistical physics perspective;Laurson, Lasse;326236;08.05.2013;01.09.2018 - 31.12.2018;21.282
Academy Research Fellow LT;University of Eastern Finland;Advanced modeling and inverse problems in non-destructive testing;Seppänen, Aku;270174;08.05.2013;01.09.2013 - 31.08.2018;425.005
Academy Research Fellow LT;University of Eastern Finland;Extensive study on aerosol-cloud interactions: from measurements to modeling;Romakkaniemi, Sami;267514;08.05.2013;01.09.2013 - 31.12.2013;29.521
Academy Research Fellow LT;University of Helsinki;Dynamics of strongly coupled quantum field theories in and out of thermal equilibrium;Vuorinen, Aleksi;266185;08.05.2013;01.09.2013 - 31.08.2018;425.005
Academy Research Fellow LT;University of Helsinki;Quantum Chemistry in the Intersection of the Atmospheric Cycles: Kinetics of novel Sulfur, Carbon and Nitrogen reactions (QUICK-SCAN);Kurten, Theo;266388;08.05.2013;01.09.2013 - 17.05.2019;425.005
Academy Research Fellow LT;University of Helsinki;Quasiconformal geometry and holomorphic interpolation;Prause, Istvan;266182;08.05.2013;01.09.2013 - 14.09.2018;425.005
Academy Research Fellow LT;University of Helsinki;Traces of Information: Intelligence from fragmented data;Klami, Arto;266969;08.05.2013;01.09.2013 - 31.07.2019;425.005
Academy Research Fellow LT;University of Jyväskylä;Optical properties of monolayer protected metal nanoparticles;Lehtovaara, Lauri;269402;08.05.2013;01.09.2013 - 31.08.2018;425.005
Academy Research Fellow LT;University of Jyväskylä;QCD at high energy;Lappi, Tuomas;267321;08.05.2013;01.09.2013 - 31.08.2018;425.005
Academy Research Fellow LT;University of Oulu;Establishment of 3D histopathological grading of osteoarthritis;Saarakkala, Simo;268378;08.05.2013;01.09.2013 - 31.08.2018;425.005
Academy Research Fellow LT;University of Oulu;Lead-free flexoelectric composites (LEAP);Juuti, Jari;267573;08.05.2013;01.09.2013 - 31.08.2018;425.005
Academy Research Fellow LT;University of Oulu;Optimized Compressed Sensing in Wireless Sensor Networks;Codreanu, Marian;267955;08.05.2013;01.09.2013 - 31.08.2018;425.005
Academy Research Fellow LT;University of Oulu;Texture Based Techniques For Robust Face Biometrics;Hadid, Abdenour;269706;08.05.2013;01.09.2013 - 31.08.2018;425.005
Academy Research Fellow LT;VTT Technical Research Centre of Finland Ltd;Engineered plant protein bodies as soft matter building blocks for food colloids;Partanen, Riitta;269064;08.05.2013;01.09.2013 - 31.05.2015;148.752
Academy Research Fellow LT;Åbo Akademi University;Behavior and properties of molten ash in biomass and waste combustion;Lindberg, Daniel;266384;08.05.2013;01.09.2013 - 31.05.2018;407.297
Academy Research Fellow LT;Aalto University;Advances in Deep Learning with Applications to Large-Scale Multimedia Data;Raiko, Tapani;276785;16.05.2014;01.09.2014 - 31.08.2019;434.485
Academy Research Fellow LT;Aalto University;General theory of rubber-ice friction - a multi-scale fractal approach;Tuononen, Ari;274516;16.05.2014;01.09.2014 - 10.10.2018;359.290
Academy Research Fellow LT;Aalto University;Graphene Based Ultrafast Lasers;Sun, Zhipei;276376;16.05.2014;01.09.2014 - 31.08.2019;434.485
Academy Research Fellow LT;Aalto University;Image-based modeling and semantic image analysis;Kannala, Juho;303714;16.05.2014;01.01.2016 - 31.08.2019;334.591
Academy Research Fellow LT;Aalto University;Multiscale modeling of multiphase material rheology;Puisto, Antti;278367;16.05.2014;01.09.2014 - 31.08.2019;434.485
Academy Research Fellow LT;Aalto University;Physics of Black Hole-Powered Jets;Savolainen, Tuomas;274477;16.05.2014;01.09.2014 - 31.08.2019;434.485
Academy Research Fellow LT;Aalto University;Quantum simulation of metal-organic nanosensors;Lopez Acevedo, Olga;279240;16.05.2014;01.09.2014 - 31.12.2017;242.588
Academy Research Fellow LT;Tampere University;Halogen-Bonded Photocontrollable Functional Materials;Priimägi, Arri;326489;16.05.2014;01.01.2019 - 31.08.2019;60.375
Academy Research Fellow LT;Tampere University;"Impedance measurement and analysis of grid-connected 
power electronic systems";Roinila, Tomi;326483;16.05.2014;01.01.2019 - 31.08.2019;54.984
Academy Research Fellow LT;Tampere University;Theoretical and Experimental Development of Protocols in Molecular Communication Nanonetworks.;Balasubramaniam, Sasitharan;326499;16.05.2014;01.01.2019 - 31.08.2019;76.780
Academy Research Fellow LT;Tampere University;“OPTIBIO” OPTIcally- and BIO-active glass fibers to track and support tissue healing.;Massera, Jonathan;326493;16.05.2014;01.01.2019 - 31.08.2019;60.994
Academy Research Fellow LT;Tampere University of Technology -2018;Halogen-Bonded Photocontrollable Functional Materials;Priimägi, Arri;277091;16.05.2014;01.09.2014 - 31.12.2018;374.110
Academy Research Fellow LT;Tampere University of Technology -2018;"Impedance measurement and analysis of grid-connected 
power electronic systems";Roinila, Tomi;279745;16.05.2014;01.09.2014 - 31.12.2018;379.501
Academy Research Fellow LT;Tampere University of Technology -2018;Theoretical and Experimental Development of Protocols in Molecular Communication Nanonetworks.;Balasubramaniam, Sasitharan;278231;16.05.2014;01.09.2014 - 31.12.2018;357.705
Academy Research Fellow LT;Tampere University of Technology -2018;“OPTIBIO” OPTIcally- and BIO-active glass fibers to track and support tissue healing.;Massera, Jonathan;275427;16.05.2014;01.09.2014 - 31.12.2018;373.491
Academy Research Fellow LT;University of Helsinki;Decision Procedures for the Polynomial Hierarchy, Boolean Optimization, and Model Counting (PHantoM);Järvisalo, Matti;276412;16.05.2014;01.09.2014 - 31.08.2019;434.485
Academy Research Fellow LT;University of Jyväskylä;Biomechanical modeling of morphogenesis and regeneration;Tallinen, Tuomas;276430;16.05.2014;01.09.2014 - 27.10.2016;91.966
Academy Research Fellow LT;University of Jyväskylä;Exact approximate Monte Carlo methods for complex Bayesian inference;Vihola, Matti;274740;16.05.2014;01.09.2014 - 31.08.2019;434.485
Academy Research Fellow LT;University of Jyväskylä;Local and global structure of metric measure spaces with Ricci curvature lower bounds;Rajala, Tapio;274372;16.05.2014;01.09.2014 - 31.08.2019;434.485
Academy Research Fellow LT;University of Jyväskylä;Molecular Polyhedra and Metal Clusters in Gas Phase: Structures, Properties and Supramolecular Catalysis in Confined Space;Kalenius, Elina;278743;16.05.2014;01.09.2014 - 31.08.2019;434.485
Academy Research Fellow LT;University of Jyväskylä;Quantum properties of optomechanical systems;Massel, Francesco;275245;16.05.2014;01.09.2014 - 31.08.2019;434.485
Academy Research Fellow LT;University of Jyväskylä;Studies of exotic nuclei for understanding the origin of elements in the Universe;Kankainen, Anu;275389;16.05.2014;01.09.2014 - 31.08.2019;434.485
Academy Research Fellow LT;University of Oulu;Distributed Multidimensional Signal Processing in Heterogenous Networks;Tölli, Antti-Heikki;279101;16.05.2014;01.09.2014 - 11.10.2019;434.485
Academy Research Fellow LT;University of Oulu;Image-based modeling and semantic image analysis;Kannala, Juho;277685;16.05.2014;01.09.2014 - 31.12.2015;99.894
Academy Research Fellow LT;VTT Technical Research Centre of Finland Ltd;Self-Assembling Protein-Polymer Frameworks for Smart Surfaces (SelfSmart);Milani, Roberto;276537;16.05.2014;01.09.2014 - 31.08.2019;434.485
Academy Research Fellow LT;Aalto University;Complex Oxide Interfaces for Nanoelectronics (COIN);Majumdar, Sayani;287441;29.04.2015;01.09.2015 - 01.03.2019;301.967
Academy Research Fellow LT;Aalto University;Computational models and methods for deciphering evolutionary patterns in bacterial genomic data;Marttinen, Pekka;286607;29.04.2015;01.09.2015 - 31.08.2020;434.485
Academy Research Fellow LT;Aalto University;In-situ TEM/STEM Studies of Electrically Driven Oxides;Yao, Lide;286361;29.04.2015;01.09.2015 - 31.08.2020;434.485
Academy Research Fellow LT;Aalto University;Large-scale electronic structure techniques for advanced materials characterization;Makkonen, Ilja;285809;29.04.2015;01.09.2015 - 31.08.2019;347.401
Academy Research Fellow LT;Finnish Meteorological Institute;Seasonal predictions of wintertime climate: the role of the stratosphere (PREWIN);Karpechko, Alexey;286298;29.04.2015;01.09.2015 - 31.08.2020;434.485
Academy Research Fellow LT;Tampere University;Deoxygenation: Disarming Biomass-Derived Polyols;Rafael Candeias, Nuno;326487;29.04.2015;01.01.2019 - 31.12.2019;89.969
Academy Research Fellow LT;Tampere University;Development of epidermal electronics using nano-materials and advanced printing technologies;Mäntysalo, Matti Juhani;326491;29.04.2015;01.01.2019 - 31.08.2020;141.716
Academy Research Fellow LT;Tampere University of Technology -2018;Deoxygenation: Disarming Biomass-Derived Polyols;Rafael Candeias, Nuno;287954;29.04.2015;01.09.2015 - 31.12.2018;286.595
Academy Research Fellow LT;Tampere University of Technology -2018;Development of epidermal electronics using nano-materials and advanced printing technologies;Mäntysalo, Matti Juhani;288945;29.04.2015;01.09.2015 - 31.12.2018;292.768
Academy Research Fellow LT;University of Eastern Finland;Magnetic resonance imaging anisotropy of articular cartilage and subchondral bone;Nissi, Mikko;285909;29.04.2015;01.09.2015 - 03.11.2020;434.485
Academy Research Fellow LT;University of Helsinki;Composition of dark asteroids – are asteroid collisions responsible for observed compositional mismatch in main asteroid belt?;Kohout, Tomas;285432;29.04.2015;01.09.2015 - 31.08.2020;434.485
Academy Research Fellow LT;University of Helsinki;Compressed Data Structures for Massive Data: Algorithms and Combinatorics;Puglisi, Simon;285221;29.04.2015;01.09.2015 - 31.08.2020;434.485
Academy Research Fellow LT;University of Helsinki;"From high-pressure, low-temperature combustion chemistry experiments relevant to CI-engines to a synthesis of species important in OH-radical recycling reactions in atmosphere; formation and decomposition of ketohydroperoxides and hydroperoxy-aldehyd";Eskola, Arkke Johannes;288377;29.04.2015;01.09.2015 - 31.08.2020;434.485
Academy Research Fellow LT;University of Helsinki;Large-scale electronic structure techniques for advanced materials characterization;Makkonen, Ilja;334706;29.04.2015;01.09.2019 - 31.08.2020;87.084
Academy Research Fellow LT;University of Helsinki;Multivariate statistical methods in genetics;Pirinen, Matti;288509;29.04.2015;01.09.2015 - 31.08.2020;434.485
Academy Research Fellow LT;University of Helsinki;Paleo- to Mesoproterozoic supercontinent cycle and geodynamics;Salminen, Johanna;288277;29.04.2015;01.09.2015 - 31.08.2020;434.485
Academy Research Fellow LT;University of Helsinki;Understanding and harnessing the quantum chemical origins of Nature's catalytic power;Johansson, Mikael;289179;29.04.2015;01.09.2015 - 29.02.2020;397.015
Academy Research Fellow LT;University of Jyväskylä;"Geometry of subRiemannian groups: regularity of finite-perimeter sets, geodesics, spheres, and isometries with applications and 
generalizations to biLipschitz homogeneous spaces.";Le Donne, Enrico;288501;29.04.2015;01.09.2015 - 31.08.2020;434.485
Academy Research Fellow LT;University of Oulu;Context-Aware Resource Management for 5G Heterogeneous Networks;Bennis, Mehdi;289611;29.04.2015;01.09.2015 - 31.08.2020;434.485
Academy Research Fellow LT;University of Oulu;Integrated studies on electrical properties and surface reactions on metal oxides – Application to VOC sensing and utilization (ELECTRA);Ojala, Satu;289266;29.04.2015;01.09.2015 - 31.08.2020;434.485
Academy Research Fellow LT;University of Oulu;Ultrafast Multidimensional Laplace NMR;Telkki, Ville-Veikko;289649;29.04.2015;01.09.2015 - 31.08.2020;434.485
Academy Research Fellow LT;University of Turku;Analytic number theory;Matomäki, Kaisa;285894;29.04.2015;01.09.2015 - 31.03.2023;434.485
Academy Research Fellow LT;University of Turku;Complex Nonsmooth Optimization;Karmitsa, Napsu;289500;29.04.2015;01.09.2015 - 14.12.2020;434.484
Academy Research Fellow LT;University of Turku;Metallo-oligonucleotides for the recognition and inhibition of miRNA;Lönnberg, Tuomas;286478;29.04.2015;01.09.2015 - 31.08.2020;434.485
Academy Research Fellow LT;VTT Technical Research Centre of Finland Ltd;Novel isotope-selective optical detection of high-relevance greenhouse gases;Manninen, Albert;288624;29.04.2015;01.09.2015 - 18.02.2019;301.317
Academy Research Fellow TT;Finnish Institute of Occupational Health;Determinants of labour market participation and prognosis of common chronic diseases in working populations: a study of cohorts in Finland, United Kingdom and France;Virtanen, Marianna;258598;23.05.2012;01.09.2012 - 31.08.2017;407.272
Academy Research Fellow TT;University of Eastern Finland;Tissue Specificity of mtDNA Maintenance;Goffart, Steffi;257846;23.05.2012;01.10.2012 - 30.09.2017;407.271
Academy Research Fellow TT;University of Helsinki;DISC1 and Underlying Gene Networks in Mental Illness;Hennah, William;259589;23.05.2012;01.09.2012 - 31.08.2017;407.272
Academy Research Fellow TT;University of Helsinki;Modeling structure-activity relationships and pharmacokinetic properties for human membrane transporters;Kidron, Heidi;257786;23.05.2012;01.09.2012 - 31.08.2017;407.272
Academy Research Fellow TT;University of Helsinki;Molecular Genetic Background of Uterine Leiomyomas;Vahteristo, Pia;260370;23.05.2012;01.09.2012 - 31.08.2017;407.272
Academy Research Fellow TT;University of Helsinki;Regulation of leukocyte integrins in immunity and autoimmunity;Fagerholm, Susanna;256890;23.05.2012;01.09.2012 - 31.01.2016;280.338
Academy Research Fellow TT;University of Oulu;Visualizing the molecular motor of the malaria parasite - actin actin’ like no other actin;Kursula, Inari;257537;23.05.2012;01.09.2012 - 31.08.2017;407.272
Academy Research Fellow TT;University of Turku;The essential role of the Th17 and iTreg in regulating the inflammatory/autoimmune axis;Chen, Zhi;258313;23.05.2012;01.09.2012 - 31.08.2017;407.272
Academy Research Fellow TT;University of Turku;"To persist or not to persist. 
Investigations into the role DbpA and B adhesins of borrelia in persistence before and after antibiotic treatment";Hytönen, Jukka;257539;23.05.2012;01.09.2012 - 31.08.2017;407.272
Academy Research Fellow TT;University of Helsinki;Development of a biotherapeutical to counter cancer “resistance” to presently used anti-angiogenic drugs;Jeltsch, Markku Michael;265982;15.05.2013;01.09.2013 - 31.08.2018;425.005
Academy Research Fellow TT;University of Helsinki;Function and physiological significance of the lysosomal transporter protein LAPTM4B;Blom, J Tomas G;266092;15.05.2013;01.09.2013 - 30.11.2018;425.005
Academy Research Fellow TT;University of Helsinki;Stem Cell Niche and Asymmetric Cell Division in Aging;Katajisto, Pekka;266869;15.05.2013;01.09.2013 - 31.08.2018;425.005
Academy Research Fellow TT;University of Helsinki;Systems-level neuronal mechanism underlying attention, awareness, and working memory;Palva, Satu;266402;15.05.2013;01.09.2013 - 31.08.2018;425.005
Academy Research Fellow TT;University of Helsinki;The role of Prolyl oligopeptidase (POP) and its inhibition on α-synuclein aggregation and Parkinson’s disease models;Myöhänen, Timo;267788;15.05.2013;01.09.2013 - 31.08.2018;425.005
Academy Research Fellow TT;University of Oulu;Maintenance and translation of mitochondrial DNA in severe multiorgan disorders of childhood;Hinttala, Reetta;266498;15.05.2013;01.09.2013 - 31.08.2018;425.005
Academy Research Fellow TT;University of Oulu;Modulation of growth factor signaling in cardiac hypertrophy and remodeling;Magga, Johanna;268505;15.05.2013;01.09.2013 - 31.08.2018;425.005
Academy Research Fellow TT;University of Oulu;Trends and interactions of risk factors of psychotic disorders - Northern Finland Birth Cohort studies 1966 and 1986;Miettunen, Jouko;268336;15.05.2013;01.09.2013 - 31.08.2018;425.005
