document_id,titel,rm,doktyp,departement,utskott,dokdelar
h8b337_331,Ett nytt regelverk för arbetslöshetsförsäkringen ,2020,sou,,,"och därmed inte ha något behov av arbetslöshetsersättning överhuvudtaget. Utredningen anser därför att minskningsreglerna med anledning av inkomster från deltidsarbete bör konstrueras så att det finns incitament för en sökande att arbeta, även på deltid. Reglerna bör samtidigt utformas så att de inte leder till överkompensation, dvs. att en sökande sammantaget har högre inkomster från deltidsarbete och arbetslöshetsersättning än den inkomst han eller hon hade före arbetslösheten. Minskningsreglerna bör därför helt inriktas på det inkomstbortfall som den sökande har haft till följd av arbetslösheten. Om den sökande genom deltidsarbete inte har ett inkomstbortfall jämfört med tidigare inkomster, bör inte heller arbetslöshetsersättning lämnas. Utredningen menar att det finns flera fördelar med att ersättning bara lämnas till den som har ett inkomstbortfall. Det motverkar överutnyttjande av arbetslöshetsförsäkringen, vilket stärker dess legitimitet. Den som arbetar inom yrken som har avtal om beredskapstid och som t.ex. får en mindre summa för att han eller hon har jour som deltidsbrandman, skulle kompenseras mer rättvist jämfört med dagens system där ersättningen kan ätas upp helt av arbetad tid, även om lönen ligger långt under den arbetslöshetsersättning som skulle ha lämnats i frånvaro av uppdraget. Ett större fokus på inkomstbortfall minskar även behovet av specifika omräkningsregler för vissa yrkesgrupper, t.ex. vid konstnärligt arbete. En sökande som får en klumpsumma för att t.ex. genomföra en föreställning kan naturligtvis behöva repetera i en sådan omfattning att han eller hon inte står till arbetsmarknadens förfogande eller i realiteten är arbetslös, men detta bör i så fall inte regleras i samordningsreglerna. Det kan dessutom ifrågasättas varför vissa specifika yrkeskategorier ska omfattas av beräkningsregler som försvårar deras möjlighet att få ekonomiskt stöd vid deltidsarbetslöshet till skillnad från andra yrkesgrupper där arbetet också kräver förberedelser. Ut- redningen kommer därför inte att föreslå samordningsregler som riktas till särskilda yrkesgrupper. I och med att det finns en lagstadgad skyldighet för alla arbetsgivare att rapportera in arbetsgivardeklarationer på individnivå, komSamordningsregler SOU 2020:37 mer förutsättningar för kontroll av att rätt arbetslöshetsersättning betalas ut att förbättras om ersättningen beräknas utifrån ett inkomstbortfall i stället för arbetad tid. Till skillnad från vad som gäller i dag kommer det inte att vara upp till enskilda eller arbetsgivare att begära och sända in särskilda arbetsgivarintyg. Kontrollen kan därför i hög grad automatiseras. Dessutom kommer ansökan om arbetslöshetsersättning och utbetalning av ersättning att ske månadsvis. Även"
hab336_42,Arbetslivskriminalitet ,2022,sou,,,"också inslag av utsatthet. Inom ramen för uppläggen kan det också ingå olika former av ekonomisk brottslighet, såsom penningtvätt, bokföringsbrott med mera. Det kan förekomma att företagen som används är relativt kortlivade och att det ingår i upplägget att företaget efter en tid försätts i konkurs. Det förekommer också att det betalas ut lönegaranti på felaktigt underlag.26 En del av upplägget kan vara att det ska vara svårt att identifiera och få tag på den som verkligen ligger bakom och berikar sig på verksamheten. Olika metoder kan användas för att dölja kopplingar mellan företag och befattningshavare. Det rapporteras om att verksamheter flyttas från ett bolag eller organisationsnummer till ett annat i samband med att det finns misstankar om brott och krav på 22Se t.ex. Arbetsmiljöverket m.fl. (2022), s. 20 f., och SOU 2021:88, s. 169 f. 23Se t.ex. Arbetsmiljöverket m.fl. (2022), s. 20, och Arbetsmiljöverket m.fl. (2021a), s. 25. 24Se t.ex. Arbetsmiljöverket m.fl. (2019b), s. 16 f. 25Jfr t.ex. Arbetsmiljöverket m.fl. (2021a), s. 24 f., Arbetsmiljöverket m.fl. (2019b), s. 16 f. och 21 f. och Ekobrottsmyndigheten (2020), s. 16. 26Se t.ex. Byggmarknadskommissionen (2021a), s. 53 f., Byggmarknadskommissionen (2020), Riksrevisionen (2022), Arbetsmiljöverket m.fl. (2019b), s. 18, och Arbetsmiljöverket m.fl. (2021a), s. 25 SOU 2022:36 n definition av arbetslivskriminalitet återbetalningar.27 Inte sällan används målvakter, det vill säga personer som anges som verkställande direktör eller styrelseledamot i ett företag utan att i övrigt ha något med företaget att göra. Ofta är målvakten en person som har en svår social situation och som tar uppdraget mot viss ersättning. Ibland vet målvakten inte ens om att han eller hon används på detta sätt. Ofta används också bulvaner och frontmän, ibland med falsk identitet, som är de som syns i stället för de verkliga huvudmännen.28 I syfte att ge en ytterligare bakgrund och orientering görs i det följande – utan anspråk på fullständighet – en uppställning av vissa förfaranden och bestämmelser som ibland nämns i samband med arbetslivskriminalitet. 3.3.3Anställningsvillkor och arbetsförhållanden Den svenska arbetsmarknadsmodellen Ett vanligt inslag i det som beskrivs som arbetslivskriminalitet är att arbetstagare inte har de arbetsförhållanden eller får de anställningsvillkor de har rätt till enligt lag och avtal.29 Det finns därför anledning att översiktligt redogöra för den svenska arbetsmarknadsmodellen. Ett kännetecknande drag för den svenska arbetsmarknadsmodellen är att den statliga inblandningen i frågor som rör villkoren"
h5b398_137,Tidiga förhör - nya bevisregler i brottmål,2017,sou,,,"muntlighet, omedelbarhet och koncentration har i ljuset av bl.a. brottmålens utveckling, modern teknikutveckling, de erfarenheter som rättsväsendet fått genom EMR-reformen och den kunskap om muntliga berättelsers tillförlitlighet som rättspsykologin har bidragit med. Det är inte säkert att muntlighet, omedelbarhet och koncentration med dess nuvarande form och tolkning utgör det tydliga stöd för materiellt riktiga domar som var avsikten då principerna infördes i svensk rätt. 6.3.2Behovet av en reform av bevisreglerna Rättegångsbalken är inte ändamålsenlig för stora brottmål Rättegångsbalken är inte utformad med beredskap för den praxis som har växt fram på senare år när det gäller muntlig bevisning i brottmål. Hanteringen av den mängd material som stora brottmål innehåller har på sätt vi beskriver i vårt delbetänkande utmanat processrättens grundprinciper SOU 2017:98 Våra överväganden och förslag rottsförebyggande rådets (BRÅ) rapport från år 2017 om stora förundersökningar och brottmål grundar sig på en analys av 250 domar under åren 2006–2015 där huvudförhandlingen i tingsrätt har varit 60 timmar eller mer.2 Av rapporten framgår inledningsvis att den huvudsakliga brottskategorin för stora brottmål är ekobrott inklusive bedrägerier (42 procent av de granskade domarna). Därefter följer våldsbrott (21 procent), narkotikabrott (14 procent), sexualbrott (9 procent), människohandel/människosmuggling (6 procent), stöldbrott (5 procent) och övriga brott (3 procent). Samtliga uppräknade brottskategorier kännetecknas av att ett stort antal personer förhörs inom ramen för brottmålen. Medianantalet tilltalade uppgick för ekobrotten till 8 under åren 2006–2010 och till 6 under åren 2011–2015. Motsvarande siffor för våldsbrotten var 5 respektive 3 och för narkotikabrotten 10 respektive 17. Mediantalet målsägande i målen som rör våldsbrott uppgick till 12 under åren 2006–2010 och till 10 under åren 2011–2015. För sexualbrotten var motsvarande siffror 8 respektive 18. Medianantalet bevispersoner, dvs. undantaget tilltalade och målsägande, är vidare högt i alla brottskategorier. För ekobrotten uppgick mediantalet bevispersoner till 26 åren 2006–2010 och till 37 åren 2011–2015. För våldsbrotten uppgick medianantalet bevispersoner till 25 åren 2006–2010 och 32 åren 2011–2015. Medianantalet bevispersoner för narkotikabrotten var 12 respektive 25, för sexualbrotten 20 respektive 15 och för människohandel/människosmuggling 23 respektive 14. Även stöldbrott och övriga brott hade höga mediantal bevispersoner i de granskade domarna. I rapporten från BRÅ redovisas vidare tidsåtgången i de förundersökningar som under åren 2013–2015 ledde fram till ett brottmål med över 60 timmar i huvudförhandling. Det handlar om sammanlagt 89 brottmål. Mediantiden för dessa förundersökningar uppgick till 15"
h9b371_328,Riksintressen i hälso- och sjukvården - stärkt statlig styrning för hållbar vårdinfrastruktur ,2021,sou,,,"över tid har utvidgats, exempelvis genom att flera områden för samverkan har tillkommit. Ett mer utökat beslutsmandat behöver inte nödvändigtvis vara en förutsättning för en mer fördjupad samverkan. Nyckeln till en väl fungerande samverkan tycks istället snarare handla om tillit mellan parterna. Dessutom kan ett utökat beslutsmandat innebära en risk för ett demokratiskt underskott och att ansvarsutkrävandet försvåras eftersom samverkansnämndernas politiker inte är direktvalda. En annan iakttagelse är att det kan finnas ett stort värde av att utbyta erfarenheter och ha dialog kring investeringar som ska göras inom respektive region inom samverkansregionen. Att stärka samverkan inom detta område är logiskt eftersom investeringar som en region gör också påverkar övriga regioner, t.ex. vad gäller den högspecialiserade vården. Att utöka och strukturera informationsutbytet kring investeringar borde därför underlätta för en bättre koordinering av vården inom samverkansregionen. Detta kan exempelvis ske genom att tydligare ange att erfarenhetsutbyte och dialog kring investeringar utgör ett samverkansområde i samverkansavtalen eller mer aktivt involvera regionernas fastighetssida i samverkansstrukturen inom samverkansregionen SOU 2021:71 ilaga 3 Referenser 1.SOU 2020:15. Strukturförändring och investering i hälso- och sjukvården. Stockholm: Fritzes. 2.SOU 2020:19. God och nära vård – En reform för ett hållbart hälso- och sjukvårdssystem. Stockholm: Fritzes. 3.SOU 2018:39. God och nära vård. En primärvårdsreform. Stockholm: Fritzes. 4.SOU 2016:2. Effektiv vård – Slutbetänkande av En nationell samordnare för effektivare resursutnyttjande inom hälso- och sjukvården. Stockholm: Fritzes. 5.S 2017:01. Samordnad utveckling för god och nära vård. 6.SOU 2017:53. God och nära vård. En gemensam färdplan och målbild. Stockholm: Fritzes. 7.SOU 2019:29. God och nära vård. Vård i samverkan. Stockholm: Fritzes. 8.Prop. 2017/18:40. En ny beslutsprocess för den högspecialiserade vården. 9.S 2019:03. Utredningen om ökade förutsättningar för hållbara investeringsprojekt i framtidens hälso- och sjukvård. 10.Dir. 2019:69. Ökade förutsättningar för hållbara investeringsprojekt i framtidens hälso- och sjukvård. 11.Dir. 2020:116. Tilläggsdirektiv till Utredningen om ökade förutsättningar för hållbara investeringsprojekt i framtidens hälso- och sjukvård. (S 2019:03). 12.Socialdepartementet (2019). God och nära vård. En omställning av hälso- och sjukvården med fokus på primärvården. Överenskommelse mellan staten och Sveriges Kommuner och Landsting 2019. 13.Socialdepartementet (2020). God och nära vård. En omställning av hälso- och sjukvården med fokus på primärvården. Överenskommelse mellan staten och Sveriges Kommuner och Regioner 2020. 14.Socialdepartementet (2021). God och nära vård 2021. En omställning av hälso- och sjukvården med primärvården som nav. Överenskommelse mellan staten och Sveriges Kommuner"
h6b372_79,Expertgruppen för digitala investeringar,2018,sou,,,"investeringen fokuserar på utveckling av arbetsprocesser kring just skuldsaneringen. Först därefter kan myndigheten pröva att stegvis implementera det nya arbetssättet som standard för övriga processer inom myndigheten 4.12Domstolsverket omstolsverkets uppgift är att ansvara för övergripande samordning och gemensamma frågor för Sveriges domstolar. Arbetet innebär också att ge service till domstolarna, hyres- och arrendenämnderna och Rättshjälpsmyndigheten. Det kan handla om frågor som personalutveckling, utbildning och information, utarbetande av föreskrifter, råd och anvisningar och att svara för att verksamheten bedrivs på ett effektivt och för medborgarna lättillgängligt sätt. Domstolsverkets verksamhet berör cirka 6 900 anställda inom Sveriges domstolar.33 33Förordning (2007:1073) med instruktion för Domstolsverket samt Sveriges domstolars årsredovisning 2017 Stöd till myndigheter och genomförda analyser OU 2018:72 Domstolsverkets it-kostnader varierar mellan 4 och 7 procent av verksamhetskostnaderna. Hälften av it-kostnaderna avser att förbättra nuvarande system. En tredjedel avser att säkerställa att befintligt system fungerar medan 20 procent avser att utveckla nytt.34 4.12.1Om investeringen Domstolsverket bad expertgruppen om råd och stöd kring satsningen ”Digitaliserad brottsmålshantering”. Satsningen innebär att förflytta verksamheten från pappershantering till digitalt informationsutbyte. Detta kräver införande av en ny informationsmodell. I satsningen ingår även att ta fram ett verksamhetsstöd som stödjer en verksamhetsförändring. Denna förändring innebär bl.a. att domstolarna ska kunna skapa elektroniska original, t.ex. elektroniska domar. Satsningen kräver fortsatt arbete med att skapa förutsättningar för att även hovrätten ska kunna arbeta med mer strukturerad information i brottmål. Därigenom skapas möjlighet för alla de allmänna domstolarna att rapportera brottmålsdomar vidare i brottmålsprocessen på ett strukturerat sätt. Den framtagna färdplanen som ligger till grund för satsningen är etappindelad och för varje etapp kommer man successivt bygga sig ur från nuvarande systemstöd för brottmålshanteringen (Vera). Den analyserade satsningen avser etapp 1 i färdplanen, vilket är den tyngsta etappen. En stor drivkraft är att satsningen utgör huvudleveransen till RIF (Rättsväsendets informationsförsörjning) etapp 2. Arbetet kommer att pågå under flera år med en planerad leverans och realisering vid halvårsskiftet 2020. En mycket grov tidsuppskattning indikerar att helheten (dvs. samtliga etapper) beräknas att ta sju år. 4.12.2Expertgruppens iakttagelser Vid färdigställandet av detta betänkande har Domstolsverkets ledning haft dialog med expertgruppen kring iakttagelser men några rekommendationer har ännu inte publicerats. De iakttagelser som lyftes vid dialogen var följande: 34Baserat på ESV sammanställning 2017 SOU 2018:72 töd till myndigheter och genomförda analyser •Satsningen bedrivs inom ramen för ett långsiktigt arbete, vilket innebär"
h6037_24,Prövning av ärenden enligt EU:s förordning om värdepapperisering och volatilitetsjustering för försäkringsföretag,2018/19,prop,Finansdepartementet,FiU,"räkenskaperna inte ska redovisas enligt de bestämmelser som gäller för kommuner och landsting. 7Ikraftträdande 7.1Lagen med kompletterande bestämmelser till EU:s förordning om värdepapperisering Regeringens förslag: Lagen med kompletterande bestämmelser till EU:s förordning om värdepapperisering ska träda i kraft den 1 januari 2019. Promemorians förslag överensstämmer med regeringens förslag. Remissinstanserna tillstyrker förslaget eller har inget att invända mot det. Skälen för regeringens förslag: Förordningen om värdepapperisering ska tillämpas fr.o.m. den 1 januari 2019 (artikel 48). Vid samma tidpunkt kommer de olika aktörer som ägnar sig åt värdepapperisering att kunna ansöka om undantag från förbudet mot återvärdepapperisering (artikel 8.2). Vid samma tidpunkt blir det även möjligt att ansöka om tillstånd att i egenskap av tredje part kontrollera att STS-kriterierna är uppfyllda (artikel 28). Den nya lagen med kompletterande bestämmelser till EU- förordningen bör därför träda i kraft den 1 januari 2019. Prop. 2018/19:7 7.2 Ändrade regler för försäkringsföretags användning av volatilitetsjustering Regeringens förslag: Ändringen i försäkringsrörelselagen ska träda i kraft den 1 januari 2019. Promemorians förslag överensstämmer inte med regeringens förslag. I promemorian föreslås att ikraftträdandedatumet ska vara den 13 januari 2019. Remissinstanserna tillstyrker förslaget eller har inget att invända mot det. Skälen för regeringens förslag: I promemorian föreslås att ändringen i försäkringsrörelselagen ska träda i kraft vid samma tidpunkt som övriga lagändringar som föreslås i den, vilket är den 13 januari 2019. Övriga förslag i promemorian kommer emellertid att behandlas i ett annat sammanhang. Ändringen i försäkringsrörelselagen bör träda i kraft så snart som möjligt, vilket bedöms vara den 1 januari 2019. 7.3Ändrad hänvisning i lagen om kommunal bokföring och redovisning Regeringens bedömning: Ändringen i lagen om kommunal bokföring och redovisning bör träda i kraft den 1 januari 2019. Skälen för regeringens bedömning: Lagen om kommunal bokföring och redovisning träder i kraft den 1 januari 2019 och gäller från och med räkenskapsåret 2019. Det nu aktuella ändringsförslaget bör enligt regeringens uppfattning träda i kraft i samtidigt. 8 Förslagens konsekvenser 8.1 Lagen med kompletterande bestämmelser till EU:s förordning om värdepapperisering Förordningen om värdepapperisering innebär ett nytt regelverk som ska tillämpas fr.o.m. den 1 januari 2019 och det medför i sig olika konsekvenser för de aktörer som på olika sätt deltar i värdepapperisering. Eftersom konsekvenserna för dessa subjekt följer direkt av förordningen hänvisas i den delen till kommissionens konsekvensanalys beträffande sitt förslag till förordning (SWD (2015) 185"
h40336_13,Riksrevisionens rapport om granskningen av skrivelsen Årsredovisning för staten 2015,2016/17,prop,Finansdepartementet,FiU,"så som stora skattebetalningar från ett enskilt företag. Det framgår inte av de tabeller eller skrivningar som presenteras i årsredovisningen om dessa har frånräknats i beräkningen av det strukturella sparandet. 5Regeringens skrivelse Årsredovisning för staten 2015: skr. 2015/16:101, s. 31. 6Riksrevisionen, 2015. Transparensen i Årsredovisning för staten 2014 (RiR 2015:9). 7Det strukturella sparandet är det finansiella sparandet justerat för konjunkturella effekter och engångshändelser 14 I K S R E V I S I O N E N Skr. 2016/17:36 Bilaga E N G R A N S K N I N G S R A P P O R T F R Å N R I K S R E V I S I O N E N 2.3Regeringens uppföljning av utgiftstaket Regeringen skriver följande i årsredovisningen, i det avsnitt som handlar om uppföljning av utgiftstaket: Utgiftstaket är en restriktion för hur mycket de statliga utgifterna som högst kan uppgå till och nivån bör fastställas så att den stödjer målet för det finansiella sparandet och långsiktigt hållbara offentliga finanser. Efter att utgiftstakets nivå har fastställts av riksdagen bör det dock inte betraktas som ett mål för den faktiska utgiftsnivån eftersom denna behöver anpassas till bl.a. den makroekonomiska utvecklingen.8 Därtill konstaterar regeringen följande: Nivån på utgiftstaket bör även främja en önskvärd långsiktig utveckling av de statliga utgifterna och kan bidra till att förhindra en utveckling där skatteuttaget stegvis måste höjas till följd av bristfällig utgiftskontroll.9 Regeringen redovisar en marginal till utgiftstaket 2015 som uppgår till 23 miljarder kronor. Detta är betydligt mindre än de 57 miljarder kronor som budgeteringsmarginalen uppskattades till när utgiftstaket för 2015 ursprungligen fastställdes i budgetpropositionen för 2012. En sammanställning av vilka olika faktorer som påverkat budgeteringsmarginalens storlek presenteras i årsredovisningen (se tabell 2). Tabell 2 Förändring av budgeteringsmarginalen från fastställandet av utgiftstaket för 2015 till utfallet för 2015 Miljarder kronor 2015 Budgeteringsmarginal i budgetpropositionen för 2012 57,2 Reformer ĭ43,5 Reviderad pris- och löneomräkning 8,1 Övriga makroekonomiska förändringar 6,9 Volymförändringar ĭ41,8 Övrigt* 3,1 Finanspolitiskt motiverad höjning av utgiftstaket 33,0 Total förändring av budgeteringsmarginalen ĭ34,1 Budgeteringsmarginal i utfallet för 2015 23,1 Anmärkning: Negativt förändringstal innebär ianspråktagande av budgeteringsmarginalen, det vill säga högre utgifter. * Inklusive förändringar av anslagsbehållningar. Källa: Regeringens skrivelse Årsredovisning för staten 2015, tabell 1.7. 8Regeringens skrivelse Årsredovisning för staten 2015: skr. 2015/16:101, s. 34. 9Ibid. s. 32. R I K"
h703116_163,Kompletteringar till nya EU-regler om aktieägares rättigheter,2019/20,prop,Justitiedepartementet,CU,"av mellanhänder fungerar, eftersom investerarna ofta inte kan utöva den rösträtt som är knuten till deras aktier utan samarbete mellan alla mellanhänder i kedjan, vilka inte behöver ha ett ekonomiskt intresse i aktierna. För att det skall bli möjligt för en investerare att utöva sin rösträtt i gränsöverskridande sammanhang är det därför viktigt att mellanhänderna underlättar utövandet av rösträtten. Kommissionen bör ta upp denna fråga till vidare behandling i samband med en rekommendation i syfte att säkerställa att investerarna har tillgång till effektiva röstningstjänster och att rösträtten utövas i enlighet med de instruktioner som investerarna lämnar. (12)Vid vilken tidpunkt röster som har avgivits per brev eller på elektronisk väg före bolagsstämman skall lämnas ut till förvaltnings, lednings- eller tillsynsorganet och till allmänheten är en viktig företagsstyrningsfråga, men den kan avgöras av medlemsstaterna. Prop. 2019/20:116 Bilaga 2 14.7.2007 SV Europeiska unionens officiella tidning L 184/19 (13)Röstningsresultaten bör fastställas genom metoder som avspeglar de röstavsikter som aktieägarna har uttryckt och offentliggöras efter bolagsstämman, åtminstone på företagets webbplats. (14)Eftersom målet för detta direktiv, nämligen att göra det möjligt för aktieägare att effektivt utnyttja sina rättigheter i hela gemenskapen, inte i tillräcklig utsträckning kan uppnås av medlemsstaterna på grundval av den befintliga gemenskapslagstiftningen och det därför, på grund av åtgärdens omfattning och verkningar, bättre kan uppnås på gemenskapsnivå, kan gemenskapen vidta åtgärder i enlighet med subsidiaritetsprincipen i artikel 5 i fördraget. I enlighet med proportionalitetsprincipen i samma artikel går direktivet inte utöver vad som är nödvändigt för att uppnå detta mål. (15)I enlighet med punkt 34 i det interinstitutionella avtalet ”Bättre lagstiftning” (1) uppmuntras medlemsstaterna att för egen del och i gemenskapens intresse upprätta egna tabeller som så långt det är möjligt visar överensstämmelsen mellan detta direktiv och införlivandeåtgärderna samt att offentliggöra dessa tabeller. HÄRIGENOM FÖRESKRIVS FÖLJANDE KAPITEL I LLMÄNNA BESTÄMMELSER Artikel 1 Syfte och räckvidd 1.I detta direktiv fastställs krav med avseende på utnyttjande av vissa aktieägarrättigheter som är kopplade till aktier med rösträtt vid bolagsstämmor i bolag, som har sitt säte i en medlemsstat och vilkas aktier är upptagna till handel på en reglerad marknad belägen i eller med verksamhet inom en medlemsstat. 2.Den medlemsstat som är behörig att reglera frågor som omfattas av detta direktiv skall vara den medlemsstat i vilken bolaget har sitt säte och hänvisningar till ”tillämplig lagstiftning” utgör hänvisningar till denna medlemsstats"
h503192_5,Bemyndigande i terrängkörningslagen,2017/18,prop,Miljö- och energidepartementet,MJU,"det lokala ansvarstagandet för skotertrafiken. För att begränsa störningarna från terrängskotrar och i ökad utsträckning kanalisera skotertrafiken, angav regeringen att kommunerna borde ges möjligheter att inrätta regleringsområden på motsvarande sätt som länsstyrelsen hade haft (a. prop. s. 30). Propositionens lagförslag, som antogs av riksdagen, innehöll i den aktuella delen inte någon ändring i lagen. I stället infördes en ändring i förordningen efter att propositionen hade antagits för att kommunerna skulle få beslutanderätt. Dessförinnan var länsstyrelsen den myndighet som enligt förordningen kunde besluta i de aktuella frågorna med motiveringen att den bäst kunde göra en rimlig avvägning mellan skyddsintressena och behovet att vintertid kunna färdas i väglösa eller vägfattiga områden. Dessutom angavs att länsstyrelserna känner till de lokala förhållandena väl och har möjlighet att anpassa föreskrifterna efter de behov som finns (prop. 1975/76:67 s. 40). Kommunen bör ges en möjlighet att förbjuda eller begränsa terrängkörningen inom kommunen Innan regeringen i januari 2018 beslutade om en ändring i terrängkörningsförordningen var det bara regeringen som kunde meddela föreskrifter om förbud eller begränsningar enligt 3 § terrängkörningslagen inom en kommun (se avsnitt 6). Men som har beskrivits i avsnitt 5 finns det ett stort behov av att kunna meddela sådana föreskrifter, t.ex. i syfte att värna renar. Behovet kan finnas under stora delar av året. Regeringen gör nu ingen annan bedömning än den som riksdagen och regeringen tidigare har gjort i frågan, nämligen att kommunen är den som är bäst lämpad att besluta om de aktuella föreskrifterna inom kommunen (jfr prop. 1995/96:226, bet. 1996/97:JoU5, rskr. 1996/97:63). Det är också den lösning som i praktiken har tillämpats under de senaste 20 åren. Därför bör 3 § terrängkörningslagen ändras så att regeringen får bemyndiga även en kommun att meddela föreskrifter av det aktuella slaget (jfr 8 kap. 3 § första stycket och 10 § regeringsformen). Länsstyrelsen i Västerbottens län har ansett att normgivningsbemynProp. 2017/18:192 digandet i 3 § terrängkörningslagen inte behöver ändras om regeringen bemyndigar en kommunal myndighet eller en kommunal förvaltningsmyndighet. För att normgivningsmakt ska kunna delegeras från regeringen till kommuner måste det framgå av normgivningsbemyndigande i lag (prop. 1973:90 s. 319). Vilket organ inom kommunen som ska fatta de aktuella besluten för kommunens räkning måste däremot vara en kommunalrättslig fråga (prop. 2009/10:80 s. 223). Det följer av 8 kap. 10 § regeringsformen att regeringen inte kan delegera normgivningsmakt"
h60311_72,Ändring i skatteavtalet mellan Sverige och Ryssland och upphävande av förordning,2018/19,prop,Finansdepartementet,SkU,"Då på grund av bestämmelserna i punkt 1 annan person än fysisk person har hemvist i båda avtalsslutande staterna, ska de behöriga myndigheterna söka avgöra frågan genom ömsesidig överenskommelse.” Artikel V I punkt 3 i artikel 8 i avtalet och i punkt 3 i artikel 13 i avtalet utgår orden ”AB Aerotransport (ABA), den svenske delägaren i Scandinavian Airlines System (SAS)” och ersätts med orden ”SAS Sverige AB, den svenske delägaren i SAS” Artikel VI unkt 2 i artikel 9 i avtalet utgår och ersätts av följande: ”2. I fall då inkomst, som av en avtalsslutande stat inräknats i inkomsten för en person, av den andra avtalsslutande staten i enlighet med bestämmelserna i punkt 1 även inräknats i inkomsten för en annan person, ska den förstnämnda staten, om den anser justeringen berättigad såväl i princip som i fråga om beloppet, genomföra vederbörlig justering av det skattebelopp som påförts den förstnämnda personen för inkomsten. Vid sådan justering iakttas övriga bestämmelser i detta avtal och de behöriga myndigheterna ska vid behov överlägga med varandra.” Artikel VII 1. Punkterna 1, 2 och 3 i artikel 10 i avtalet utgår och ersätts av följande: ”1. Utdelning från bolag med hemvist i en avtalsslutande stat eller från en investeringsfond som har bildats i en avtalsslutande stat till en person med hemvist i den andra avtalsslutande staten får beskattas i denna andra stat. 2.Utdelningen får emellertid beskattas även i den avtalsslutande stat där bolaget som betalar utdelningen har hemvist eller där investeringsfonden som betalar utdelningen har bildats, enligt lagstiftningen i denna stat, men om den som har rätt till utdelningen har hemvist i den andra avtalsslutande staten får skatten inte överstiga: a)5 procent av utdelningens bruttobelopp, om den som har rätt till utdelningen är ett bolag (med undantag för handelsbolag) som direkt innehar minst 10 procent av kapitalet i det utdelande bolaget (med undantag för ett utdelande bolag som är en investeringsfond) och detta innehav vid tidpunkten för den faktiska utbetalningen av utdelningen uppgår till minst 80 000 euro eller motsvarande summa i någon annan valuta, b)15 procent av utdelningens bruttobelopp i övriga fall. Bestämmelserna i denna punkt berör inte bolagets beskattning för den vinst av vilken utdelningen betalas. 3.Med uttrycket ”utdelning” förstås i denna artikel inkomst av aktier, gruvaktier, stiftarandelar eller andra rättigheter, som inte är fordringar, med rätt"
h303195d2_110,Nytt regelverk om upphandling - del 2,2015/16,prop,,,"Skatteverket, Arbetsmiljöverket, Trafikverket och Företagarna har svårt att tolka förslaget varför flera av dem avstyrker det Upphandlingsmyndigheten välkomnar ett klargörande av vilka ituationer som träffas av bestämmelsen. Bestämmelsen utgör enligt Advokatfirman Delphi en överreglering, eftersom anbud som inte uppfyller skallkrav ska förkastas, och bör följaktligen inte genomföras i svensk rätt. Skälen för regeringens förslag: Enligt artikel 56.1 andra stycket i LOU-direktivet får upphandlande myndigheter besluta att inte tilldela ett kontrakt till den anbudsgivare som lämnat in det ekonomiskt mest fördelaktiga anbudet om de har fastställt att anbudet inte överensstämmer med de tillämpliga skyldigheter som avses i artikel 18.2 i LOU- direktivet. Motsvarande gäller enligt artikel 76.6 i LUF-direktivet. Som flera remissinstanser konstaterar ger direktiven inte mycket vägledning om hur dessa bestämmelser ska tolkas. Trots detta delar regeringen inte Advokatfirman Delphis uppfattning att förslaget skulle innebära en överreglering. Såvitt kan utläsas av direktiven krävs nämligen inte att de skyldigheter som leverantörerna kan bryta emot återges som skallkrav eller på annat sätt återfinns i upphandlingsdokumenten. Det torde därför räcka med att något i leverantörens anbud inte är förenligt med en skyldighet inom de aktuella områdena för att den upphandlande myndigheten eller enheten ska få besluta att inte tilldela kontraktet till den leverantören. Som alltid ska dock en proportionalitetsbedömning ske varför varje överträdelse inte ska leda till att anbudet inte tilldelas. Att den upphandlande myndigheten först ska fastställa att leverantören brutit mot en skyldighet tydliggör enligt regeringens bedömning att det ska stå klart att anbudet inte stämmer överens med en skyldighet för att myndigheten ska kunna bestämma att inte tilldela leverantören kontraktet trots att den lämnat det annars vinnande anbudet. När det gäller Upphandlingsmyndighetens fråga om vilka situationer bestämmelsen är avsedd att träffa, torde den enligt regeringens bedömning ses som en säkerhetsventil som ska garantera att en leverantör inte ska tilldelas ett kontrakt i den aktuella situationen trots att den upphandlande myndigheten eller enheten inte reglerat alla rättsliga skyldigheter i upphandlingsdokumenten. Regeringen finner därför att direktivens artiklar har ett mervärde och således ska genomföras i den nya lagen om Prop. 2015/16:195 offentlig upphandling och i den nya lagen om upphandling inom försörjningssektorerna. Lagrådet har anfört att det inte är godtagbart att det föreskrivs uttryckligen att ett anbud ska förkastas om vissa krav inte är uppfyllda men att någon motsvarande lagreglering inte finns i fråga om andra krav."
